x, y, v
-0.0133333, -0.673333, 1.31928e-36
-0.00666667, -0.673333, 1.38474e-36
6.41848e-17, -0.673333, 1.40726e-36
0.00666667, -0.673333, 1.38474e-36
0.0133333, -0.673333, 1.31928e-36
0.02, -0.673333, 1.21695e-36
0.0266667, -0.673333, 1.08681e-36
0.0333333, -0.673333, 9.39617e-37
0.04, -0.673333, 7.86371e-37
0.0466667, -0.673333, 6.36998e-37
0.0533333, -0.673333, 4.99377e-37
0.06, -0.673333, 3.78824e-37
0.0666667, -0.673333, 2.78032e-37
0.0733333, -0.673333, 1.97388e-37
0.08, -0.673333, 1.35528e-37
0.0866667, -0.673333, 8.99756e-38
0.0933333, -0.673333, 5.77437e-38
0.1, -0.673333, 3.58144e-38
0.106667, -0.673333, 2.14616e-38
0.113333, -0.673333, 1.2422e-38
0.12, -0.673333, 6.94243e-39
0.126667, -0.673333, 3.74519e-39
0.133333, -0.673333, 1.94951e-39
0.14, -0.673333, 9.78832e-40
0.146667, -0.673333, 4.7386e-40
0.153333, -0.673333, 2.21092e-40
0.16, -0.673333, 9.93787e-41
0.166667, -0.673333, 4.30145e-41
0.173333, -0.673333, 1.79199e-41
0.18, -0.673333, 7.18198e-42
0.186667, -0.673333, 2.76772e-42
0.193333, -0.673333, 1.02504e-42
0.2, -0.673333, 3.64641e-43
0.206667, -0.673333, 1.24523e-43
0.213333, -0.673333, 4.07987e-44
0.22, -0.673333, 1.28171e-44
0.226667, -0.673333, 3.85844e-45
0.233333, -0.673333, 1.11234e-45
0.24, -0.673333, 3.06887e-46
0.246667, -0.673333, 8.09733e-47
0.253333, -0.673333, 2.04186e-47
0.26, -0.673333, 4.91721e-48
0.266667, -0.673333, 1.13006e-48
0.273333, -0.673333, 2.47657e-49
0.28, -0.673333, 5.1716e-50
0.286667, -0.673333, 1.02821e-50
0.293333, -0.673333, 1.94479e-51
0.3, -0.673333, 3.49651e-52
0.306667, -0.673333, 5.97031e-53
0.313333, -0.673333, 9.67348e-54
0.32, -0.673333, 1.48596e-54
0.326667, -0.673333, 2.1621e-55
0.333333, -0.673333, 2.97705e-56
0.34, -0.673333, 3.87548e-57
0.346667, -0.673333, 4.76515e-58
0.353333, -0.673333, 5.52854e-59
0.36, -0.673333, 6.0463e-60
0.366667, -0.673333, 6.22689e-61
0.373333, -0.673333, 6.03255e-62
0.38, -0.673333, 5.49182e-63
0.386667, -0.673333, 4.69296e-64
0.393333, -0.673333, 3.76023e-65
0.4, -0.673333, 2.82183e-66
0.406667, -0.673333, 1.98108e-67
0.413333, -0.673333, 1.29963e-68
0.42, -0.673333, 7.95739e-70
0.426667, -0.673333, 4.54188e-71
0.433333, -0.673333, 2.41369e-72
0.44, -0.673333, 1.1928e-73
0.446667, -0.673333, 5.47456e-75
0.453333, -0.673333, 2.33059e-76
0.46, -0.673333, 9.19075e-78
0.466667, -0.673333, 3.35297e-79
0.473333, -0.673333, 1.1301e-80
0.48, -0.673333, 3.51416e-82
0.486667, -0.673333, 1.00679e-83
0.493333, -0.673333, 2.65372e-85
0.5, -0.673333, 6.42612e-87
0.506667, -0.673333, 1.42755e-88
0.513333, -0.673333, 2.90494e-90
0.52, -0.673333, 5.40676e-92
0.526667, -0.673333, 9.19029e-94
0.533333, -0.673333, 1.42443e-95
0.54, -0.673333, 2.00998e-97
0.546667, -0.673333, 2.57801e-99
0.553333, -0.673333, 3.00064e-101
0.56, -0.673333, 3.16421e-103
0.566667, -0.673333, 3.01791e-105
0.573333, -0.673333, 2.59892e-107
0.58, -0.673333, 2.01729e-109
0.586667, -0.673333, 1.40884e-111
0.593333, -0.673333, 8.83656e-114
0.6, -0.673333, 4.9685e-116
0.606667, -0.673333, 2.49956e-118
0.613333, -0.673333, 1.12292e-120
0.62, -0.673333, 4.49578e-123
0.626667, -0.673333, 1.60079e-125
0.633333, -0.673333, 5.05825e-128
0.64, -0.673333, 1.41522e-130
0.646667, -0.673333, 3.49769e-133
0.653333, -0.673333, 7.617e-136
0.66, -0.673333, 1.45768e-138
0.666667, -0.673333, 2.44427e-141
0.673333, -0.673333, 3.57955e-144
0.68, -0.673333, 4.56131e-147
0.686667, -0.673333, 5.03539e-150
0.693333, -0.673333, 4.78981e-153
0.7, -0.673333, 3.89842e-156
0.706667, -0.673333, 2.68809e-159
0.713333, -0.673333, 1.54633e-162
0.72, -0.673333, 7.21991e-166
0.726667, -0.673333, 2.57529e-169
0.733333, -0.673333, 5.74302e-173
0.74, -0.673333, 0
0.746667, -0.673333, 0
0.753333, -0.673333, 0
0.76, -0.673333, 0
0.766667, -0.673333, 0
0.773333, -0.673333, 0
0.78, -0.673333, 0
0.786667, -0.673333, 0
0.793333, -0.673333, 0
0.8, -0.673333, 0
0.806667, -0.673333, 0
0.813333, -0.673333, 0
0.82, -0.673333, 0
0.826667, -0.673333, 0
0.833333, -0.673333, 0
0.84, -0.673333, 0
0.846667, -0.673333, 0
0.853333, -0.673333, 0
0.86, -0.673333, 0
0.866667, -0.673333, 0
0.873333, -0.673333, 0
0.88, -0.673333, 0
0.886667, -0.673333, 0
0.893333, -0.673333, 0
0.9, -0.673333, 0
0.906667, -0.673333, 0
0.913333, -0.673333, 0
0.92, -0.673333, 0
0.926667, -0.673333, 0
0.933333, -0.673333, 0
0.94, -0.673333, 0
0.946667, -0.673333, 0
0.953333, -0.673333, 0
0.96, -0.673333, 0
0.966667, -0.673333, 0
0.973333, -0.673333, 0
0.98, -0.673333, 0
0.986667, -0.673333, 0
0.993333, -0.673333, 0
1, -0.673333, 0

-1, -0.666667, 0
-0.993333, -0.666667, 0
-0.986667, -0.666667, 0
-0.98, -0.666667, 0
-0.973333, -0.666667, 0
-0.966667, -0.666667, 0
-0.96, -0.666667, 0
-0.953333, -0.666667, 0
-0.946667, -0.666667, 0
-0.94, -0.666667, 0
-0.933333, -0.666667, 0
-0.926667, -0.666667, 0
-0.92, -0.666667, 0
-0.913333, -0.666667, 0
-0.906667, -0.666667, 0
-0.9, -0.666667, 0
-0.893333, -0.666667, 0
-0.886667, -0.666667, 0
-0.88, -0.666667, 0
-0.873333, -0.666667, 0
-0.866667, -0.666667, 0
-0.86, -0.666667, 0
-0.853333, -0.666667, 0
-0.846667, -0.666667, 0
-0.84, -0.666667, 0
-0.833333, -0.666667, 0
-0.826667, -0.666667, 0
-0.82, -0.666667, 0
-0.813333, -0.666667, 0
-0.806667, -0.666667, 0
-0.8, -0.666667, 0
-0.793333, -0.666667, 0
-0.786667, -0.666667, 0
-0.78, -0.666667, 0
-0.773333, -0.666667, 0
-0.766667, -0.666667, 0
-0.76, -0.666667, 0
-0.753333, -0.666667, 0
-0.746667, -0.666667, 0
-0.74, -0.666667, 2.55325e-173
-0.733333, -0.666667, 1.31625e-169
-0.726667, -0.666667, 4.0526e-166
-0.72, -0.666667, 9.42788e-163
-0.713333, -0.666667, 1.77121e-159
-0.706667, -0.666667, 2.76727e-156
-0.7, -0.666667, 3.65418e-153
-0.693333, -0.666667, 4.12061e-150
-0.686667, -0.666667, 3.99686e-147
-0.68, -0.666667, 3.35326e-144
-0.673333, -0.666667, 2.44427e-141
-0.666667, -0.666667, 1.55384e-138
-0.66, -0.666667, 8.64316e-136
-0.653333, -0.666667, 4.21932e-133
-0.646667, -0.666667, 1.81258e-130
-0.64, -0.666667, 6.86977e-128
-0.633333, -0.666667, 2.30257e-125
-0.626667, -0.666667, 6.8407e-123
-0.62, -0.666667, 1.8053e-120
-0.613333, -0.666667, 4.24106e-118
-0.606667, -0.666667, 8.88705e-116
-0.6, -0.666667, 1.6644e-113
-0.593333, -0.666667, 2.79132e-111
-0.586667, -0.666667, 4.19981e-109
-0.58, -0.666667, 5.67958e-107
-0.573333, -0.666667, 6.91592e-105
-0.566667, -0.666667, 7.59622e-103
-0.56, -0.666667, 7.53895e-101
-0.553333, -0.666667, 6.77218e-99
-0.546667, -0.666667, 5.51541e-97
-0.54, -0.666667, 4.07916e-95
-0.533333, -0.666667, 2.74418e-93
-0.526667, -0.666667, 1.68187e-91
-0.52, -0.666667, 9.40574e-90
-0.513333, -0.666667, 4.80709e-88
-0.506667, -0.666667, 2.24865e-86
-0.5, -0.666667, 9.64183e-85
-0.493333, -0.666667, 3.79522e-83
-0.486667, -0.666667, 1.37336e-81
-0.48, -0.666667, 4.57531e-80
-0.473333, -0.666667, 1.40527e-78
-0.466667, -0.666667, 3.98476e-77
-0.46, -0.666667, 1.04458e-75
-0.453333, -0.666667, 2.5349e-74
-0.446667, -0.666667, 5.7021e-73
-0.44, -0.666667, 1.1905e-71
-0.433333, -0.666667, 2.30995e-70
-0.426667, -0.666667, 4.17063e-69
-0.42, -0.666667, 7.0156e-68
-0.413333, -0.666667, 1.10084e-66
-0.406667, -0.666667, 1.61324e-65
-0.4, -0.666667, 2.21058e-64
-0.393333, -0.666667, 2.83562e-63
-0.386667, -0.666667, 3.40895e-62
-0.38, -0.666667, 3.84512e-61
-0.373333, -0.666667, 4.07377e-60
-0.366667, -0.666667, 4.05836e-59
-0.36, -0.666667, 3.80568e-58
-0.353333, -0.666667, 3.36276e-57
-0.346667, -0.666667, 2.80276e-56
-0.34, -0.666667, 2.20566e-55
-0.333333, -0.666667, 1.64052e-54
-0.326667, -0.666667, 1.15434e-53
-0.32, -0.666667, 7.69146e-53
-0.313333, -0.666667, 4.85742e-52
-0.306667, -0.666667, 2.91018e-51
-0.3, -0.666667, 1.65553e-50
-0.293333, -0.666667, 8.95023e-50
-0.286667, -0.666667, 4.60236e-49
-0.28, -0.666667, 2.25288e-48
-0.273333, -0.666667, 1.05065e-47
-0.266667, -0.666667, 4.67176e-47
-0.26, -0.666667, 1.9822e-46
-0.253333, -0.666667, 8.03123e-46
-0.246667, -0.666667, 3.1096e-45
-0.24, -0.666667, 1.1514e-44
-0.233333, -0.666667, 4.07987e-44
-0.226667, -0.666667, 1.3844e-43
-0.22, -0.666667, 4.50149e-43
-0.213333, -0.666667, 1.40349e-42
-0.206667, -0.666667, 4.19842e-42
-0.2, -0.666667, 1.20573e-41
-0.193333, -0.666667, 3.32624e-41
-0.186667, -0.666667, 8.81943e-41
-0.18, -0.666667, 2.24877e-40
-0.173333, -0.666667, 5.51693e-40
-0.166667, -0.666667, 1.30291e-39
-0.16, -0.666667, 2.96352e-39
-0.153333, -0.666667, 6.49501e-39
-0.146667, -0.666667, 1.37223e-38
-0.14, -0.666667, 2.79595e-38
-0.133333, -0.666667, 5.49631e-38
-0.126667, -0.666667, 1.04284e-37
-0.12, -0.666667, 1.91045e-37
-0.113333, -0.666667, 3.38043e-37
-0.106667, -0.666667, 5.77927e-37
-0.1, -0.666667, 9.5494e-37
-0.0933333, -0.666667, 1.52549e-36
-0.0866667, -0.666667, 2.35663e-36
-0.08, -0.666667, 3.52156e-36
-0.0733333, -0.666667, 5.09146e-36
-0.0666667, -0.666667, 7.12377e-36
-0.06, -0.666667, 9.6477e-36
-0.0533333, -0.666667, 1.26492e-35
-0.0466667, -0.666667, 1.60581e-35
-0.04, -0.666667, 1.97417e-35
-0.0333333, -0.666667, 2.35064e-35
-0.0266667, -0.666667, 2.71108e-35
-0.02, -0.666667, 3.02896e-35
-0.0133333, -0.666667, 3.27842e-35
-0.00666667, -0.666667, 3.4378e-35
6.41848e-17, -0.666667, 3.49261e-35
0.00666667, -0.666667, 3.4378e-35
0.0133333, -0.666667, 3.27842e-35
0.02, -0.666667, 3.02896e-35
0.0266667, -0.666667, 2.71108e-35
0.0333333, -0.666667, 2.35064e-35
0.04, -0.666667, 1.97417e-35
0.0466667, -0.666667, 1.60581e-35
0.0533333, -0.666667, 1.26492e-35
0.06, -0.666667, 9.6477e-36
0.0666667, -0.666667, 7.12377e-36
0.0733333, -0.666667, 5.09146e-36
0.08, -0.666667, 3.52156e-36
0.0866667, -0.666667, 2.35663e-36
0.0933333, -0.666667, 1.52549e-36
0.1, -0.666667, 9.5494e-37
0.106667, -0.666667, 5.77927e-37
0.113333, -0.666667, 3.38043e-37
0.12, -0.666667, 1.91045e-37
0.126667, -0.666667, 1.04284e-37
0.133333, -0.666667, 5.49631e-38
0.14, -0.666667, 2.79595e-38
0.146667, -0.666667, 1.37223e-38
0.153333, -0.666667, 6.49501e-39
0.16, -0.666667, 2.96352e-39
0.166667, -0.666667, 1.30291e-39
0.173333, -0.666667, 5.51693e-40
0.18, -0.666667, 2.24877e-40
0.186667, -0.666667, 8.81943e-41
0.193333, -0.666667, 3.32624e-41
0.2, -0.666667, 1.20573e-41
0.206667, -0.666667, 4.19842e-42
0.213333, -0.666667, 1.40349e-42
0.22, -0.666667, 4.50149e-43
0.226667, -0.666667, 1.3844e-43
0.233333, -0.666667, 4.07987e-44
0.24, -0.666667, 1.1514e-44
0.246667, -0.666667, 3.1096e-45
0.253333, -0.666667, 8.03123e-46
0.26, -0.666667, 1.9822e-46
0.266667, -0.666667, 4.67176e-47
0.273333, -0.666667, 1.05065e-47
0.28, -0.666667, 2.25288e-48
0.286667, -0.666667, 4.60236e-49
0.293333, -0.666667, 8.95023e-50
0.3, -0.666667, 1.65553e-50
0.306667, -0.666667, 2.91018e-51
0.313333, -0.666667, 4.85742e-52
0.32, -0.666667, 7.69146e-53
0.326667, -0.666667, 1.15434e-53
0.333333, -0.666667, 1.64052e-54
0.34, -0.666667, 2.20566e-55
0.346667, -0.666667, 2.80276e-56
0.353333, -0.666667, 3.36276e-57
0.36, -0.666667, 3.80568e-58
0.366667, -0.666667, 4.05836e-59
0.373333, -0.666667, 4.07377e-60
0.38, -0.666667, 3.84512e-61
0.386667, -0.666667, 3.40895e-62
0.393333, -0.666667, 2.83562e-63
0.4, -0.666667, 2.21058e-64
0.406667, -0.666667, 1.61324e-65
0.413333, -0.666667, 1.10084e-66
0.42, -0.666667, 7.0156e-68
0.426667, -0.666667, 4.17063e-69
0.433333, -0.666667, 2.30995e-70
0.44, -0.666667, 1.1905e-71
0.446667, -0.666667, 5.7021e-73
0.453333, -0.666667, 2.5349e-74
0.46, -0.666667, 1.04458e-75
0.466667, -0.666667, 3.98476e-77
0.473333, -0.666667, 1.40527e-78
0.48, -0.666667, 4.57531e-80
0.486667, -0.666667, 1.37336e-81
0.493333, -0.666667, 3.79522e-83
0.5, -0.666667, 9.64183e-85
0.506667, -0.666667, 2.24865e-86
0.513333, -0.666667, 4.80709e-88
0.52, -0.666667, 9.40574e-90
0.526667, -0.666667, 1.68187e-91
0.533333, -0.666667, 2.74418e-93
0.54, -0.666667, 4.07916e-95
0.546667, -0.666667, 5.51541e-97
0.553333, -0.666667, 6.77218e-99
0.56, -0.666667, 7.53895e-101
0.566667, -0.666667, 7.59622e-103
0.573333, -0.666667, 6.91592e-105
0.58, -0.666667, 5.67958e-107
0.586667, -0.666667, 4.19981e-109
0.593333, -0.666667, 2.79132e-111
0.6, -0.666667, 1.6644e-113
0.606667, -0.666667, 8.88705e-116
0.613333, -0.666667, 4.24106e-118
0.62, -0.666667, 1.8053e-120
0.626667, -0.666667, 6.8407e-123
0.633333, -0.666667, 2.30257e-125
0.64, -0.666667, 6.86977e-128
0.646667, -0.666667, 1.81258e-130
0.653333, -0.666667, 4.21932e-133
0.66, -0.666667, 8.64316e-136
0.666667, -0.666667, 1.55384e-138
0.673333, -0.666667, 2.44427e-141
0.68, -0.666667, 3.35326e-144
0.686667, -0.666667, 3.99686e-147
0.693333, -0.666667, 4.12061e-150
0.7, -0.666667, 3.65418e-153
0.706667, -0.666667, 2.76727e-156
0.713333, -0.666667, 1.77121e-159
0.72, -0.666667, 9.42788e-163
0.726667, -0.666667, 4.0526e-166
0.733333, -0.666667, 1.31625e-169
0.74, -0.666667, 2.55325e-173
0.746667, -0.666667, 0
0.753333, -0.666667, 0
0.76, -0.666667, 0
0.766667, -0.666667, 0
0.773333, -0.666667, 0
0.78, -0.666667, 0
0.786667, -0.666667, 0
0.793333, -0.666667, 0
0.8, -0.666667, 0
0.806667, -0.666667, 0
0.813333, -0.666667, 0
0.82, -0.666667, 0
0.826667, -0.666667, 0
0.833333, -0.666667, 0
0.84, -0.666667, 0
0.846667, -0.666667, 0
0.853333, -0.666667, 0
0.86, -0.666667, 0
0.866667, -0.666667, 0
0.873333, -0.666667, 0
0.88, -0.666667, 0
0.886667, -0.666667, 0
0.893333, -0.666667, 0
0.9, -0.666667, 0
0.906667, -0.666667, 0
0.913333, -0.666667, 0
0.92, -0.666667, 0
0.926667, -0.666667, 0
0.933333, -0.666667, 0
0.94, -0.666667, 0
0.946667, -0.666667, 0
0.953333, -0.666667, 0
0.96, -0.666667, 0
0.966667, -0.666667, 0
0.973333, -0.666667, 0
0.98, -0.666667, 0
0.986667, -0.666667, 0
0.993333, -0.666667, 0
1, -0.666667, 0

-1, -0.66, 0
-0.993333, -0.66, 0
-0.986667, -0.66, 0
-0.98, -0.66, 0
-0.973333, -0.66, 0
-0.966667, -0.66, 0
-0.96, -0.66, 0
-0.953333, -0.66, 0
-0.946667, -0.66, 0
-0.94, -0.66, 0
-0.933333, -0.66, 0
-0.926667, -0.66, 0
-0.92, -0.66, 0
-0.913333, -0.66, 0
-0.906667, -0.66, 0
-0.9, -0.66, 0
-0.893333, -0.66, 0
-0.886667, -0.66, 0
-0.88, -0.66, 0
-0.873333, -0.66, 0
-0.866667, -0.66, 0
-0.86, -0.66, 0
-0.853333, -0.66, 0
-0.846667, -0.66, 0
-0.84, -0.66, 0
-0.833333, -0.66, 0
-0.826667, -0.66, 0
-0.82, -0.66, 0
-0.813333, -0.66, 0
-0.806667, -0.66, 0
-0.8, -0.66, 0
-0.793333, -0.66, 0
-0.786667, -0.66, 0
-0.78, -0.66, 0
-0.773333, -0.66, 0
-0.766667, -0.66, 0
-0.76, -0.66, 0
-0.753333, -0.66, 0
-0.746667, -0.66, 9.471e-174
-0.74, -0.66, 5.77518e-170
-0.733333, -0.66, 1.96598e-166
-0.726667, -0.66, 4.98601e-163
-0.72, -0.66, 1.01499e-159
-0.713333, -0.66, 1.71206e-156
-0.706667, -0.66, 2.4344e-153
-0.7, -0.66, 2.94968e-150
-0.693333, -0.66, 3.0686e-147
-0.686667, -0.66, 2.75656e-144
-0.68, -0.66, 2.14808e-141
-0.673333, -0.66, 1.45768e-138
-0.666667, -0.66, 8.64316e-136
-0.66, -0.66, 4.49149e-133
-0.653333, -0.66, 2.05125e-130
-0.646667, -0.66, 8.25415e-128
-0.64, -0.66, 2.93365e-125
-0.633333, -0.66, 9.23049e-123
-0.626667, -0.66, 2.5768e-120
-0.62, -0.66, 6.3959e-118
-0.613333, -0.66, 1.41442e-115
-0.606667, -0.66, 2.79243e-113
-0.6, -0.66, 4.93123e-111
-0.593333, -0.66, 7.80413e-109
-0.586667, -0.66, 1.10891e-106
-0.58, -0.66, 1.41731e-104
-0.573333, -0.66, 1.63229e-102
-0.566667, -0.66, 1.69693e-100
-0.56, -0.66, 1.59517e-98
-0.553333, -0.66, 1.35819e-96
-0.546667, -0.66, 1.04919e-94
-0.54, -0.66, 7.36528e-93
-0.533333, -0.66, 4.70622e-91
-0.526667, -0.66, 2.74152e-89
-0.52, -0.66, 1.45822e-87
-0.513333, -0.66, 7.09315e-86
-0.506667, -0.66, 3.16006e-84
-0.5, -0.66, 1.29134e-82
-0.493333, -0.66, 4.84744e-81
-0.486667, -0.66, 1.67395e-79
-0.48, -0.66, 5.32534e-78
-0.473333, -0.66, 1.56293e-76
-0.466667, -0.66, 4.23761e-75
-0.46, -0.66, 1.06287e-73
-0.453333, -0.66, 2.46948e-72
-0.446667, -0.66, 5.32191e-71
-0.44, -0.66, 1.0652e-69
-0.433333, -0.66, 1.98269e-68
-0.426667, -0.66, 3.43625e-67
-0.42, -0.66, 5.55213e-66
-0.413333, -0.66, 8.37356e-65
-0.406667, -0.66, 1.1802e-63
-0.4, -0.66, 1.55637e-62
-0.393333, -0.66, 1.92258e-61
-0.386667, -0.66, 2.22722e-60
-0.38, -0.66, 2.42236e-59
-0.373333, -0.66, 2.47622e-58
-0.366667, -0.66, 2.38168e-57
-0.36, -0.66, 2.15767e-56
-0.353333, -0.66, 1.84308e-55
-0.346667, -0.66, 1.48596e-54
-0.34, -0.66, 1.13191e-53
-0.333333, -0.66, 8.15417e-53
-0.326667, -0.66, 5.56078e-52
-0.32, -0.66, 3.59327e-51
-0.313333, -0.66, 2.20212e-50
-0.306667, -0.66, 1.28111e-49
-0.3, -0.66, 7.0813e-49
-0.293333, -0.66, 3.72215e-48
-0.286667, -0.66, 1.86209e-47
-0.28, -0.66, 8.87344e-47
-0.273333, -0.66, 4.03108e-46
-0.266667, -0.66, 1.74716e-45
-0.26, -0.66, 7.23035e-45
-0.253333, -0.66, 2.85911e-44
-0.246667, -0.66, 1.0811e-43
-0.24, -0.66, 3.91177e-43
-0.233333, -0.66, 1.35536e-42
-0.226667, -0.66, 4.49995e-42
-0.22, -0.66, 1.43257e-41
-0.213333, -0.66, 4.37576e-41
-0.206667, -0.66, 1.2832e-40
-0.2, -0.66, 3.61488e-40
-0.193333, -0.66, 9.78832e-40
-0.186667, -0.66, 2.54906e-39
-0.18, -0.66, 6.38771e-39
-0.173333, -0.66, 1.5411e-38
-0.166667, -0.66, 3.58144e-38
-0.16, -0.66, 8.02111e-38
-0.153333, -0.66, 1.73207e-37
-0.146667, -0.66, 3.6078e-37
-0.14, -0.66, 7.25192e-37
-0.133333, -0.66, 1.40726e-36
-0.126667, -0.66, 2.63742e-36
-0.12, -0.66, 4.77556e-36
-0.113333, -0.66, 8.35726e-36
-0.106667, -0.66, 1.41398e-35
-0.1, -0.66, 2.31365e-35
-0.0933333, -0.66, 3.66233e-35
-0.0866667, -0.66, 5.60971e-35
-0.08, -0.66, 8.31683e-35
-0.0733333, -0.66, 1.19375e-34
-0.0666667, -0.66, 1.65922e-34
-0.06, -0.66, 2.23365e-34
-0.0533333, -0.66, 2.91289e-34
-0.0466667, -0.66, 3.68046e-34
-0.04, -0.66, 4.5062e-34
-0.0333333, -0.66, 5.34693e-34
-0.0266667, -0.66, 6.14934e-34
-0.02, -0.66, 6.85519e-34
-0.0133333, -0.66, 7.40809e-34
-0.00666667, -0.66, 7.76087e-34
6.41848e-17, -0.66, 7.88214e-34
0.00666667, -0.66, 7.76087e-34
0.0133333, -0.66, 7.40809e-34
0.02, -0.66, 6.85519e-34
0.0266667, -0.66, 6.14934e-34
0.0333333, -0.66, 5.34693e-34
0.04, -0.66, 4.5062e-34
0.0466667, -0.66, 3.68046e-34
0.0533333, -0.66, 2.91289e-34
0.06, -0.66, 2.23365e-34
0.0666667, -0.66, 1.65922e-34
0.0733333, -0.66, 1.19375e-34
0.08, -0.66, 8.31683e-35
0.0866667, -0.66, 5.60971e-35
0.0933333, -0.66, 3.66233e-35
0.1, -0.66, 2.31365e-35
0.106667, -0.66, 1.41398e-35
0.113333, -0.66, 8.35726e-36
0.12, -0.66, 4.77556e-36
0.126667, -0.66, 2.63742e-36
0.133333, -0.66, 1.40726e-36
0.14, -0.66, 7.25192e-37
0.146667, -0.66, 3.6078e-37
0.153333, -0.66, 1.73207e-37
0.16, -0.66, 8.02111e-38
0.166667, -0.66, 3.58144e-38
0.173333, -0.66, 1.5411e-38
0.18, -0.66, 6.38771e-39
0.186667, -0.66, 2.54906e-39
0.193333, -0.66, 9.78832e-40
0.2, -0.66, 3.61488e-40
0.206667, -0.66, 1.2832e-40
0.213333, -0.66, 4.37576e-41
0.22, -0.66, 1.43257e-41
0.226667, -0.66, 4.49995e-42
0.233333, -0.66, 1.35536e-42
0.24, -0.66, 3.91177e-43
0.246667, -0.66, 1.0811e-43
0.253333, -0.66, 2.85911e-44
0.26, -0.66, 7.23035e-45
0.266667, -0.66, 1.74716e-45
0.273333, -0.66, 4.03108e-46
0.28, -0.66, 8.87344e-47
0.286667, -0.66, 1.86209e-47
0.293333, -0.66, 3.72215e-48
0.3, -0.66, 7.0813e-49
0.306667, -0.66, 1.28111e-49
0.313333, -0.66, 2.20212e-50
0.32, -0.66, 3.59327e-51
0.326667, -0.66, 5.56078e-52
0.333333, -0.66, 8.15417e-53
0.34, -0.66, 1.13191e-53
0.346667, -0.66, 1.48596e-54
0.353333, -0.66, 1.84308e-55
0.36, -0.66, 2.15767e-56
0.366667, -0.66, 2.38168e-57
0.373333, -0.66, 2.47622e-58
0.38, -0.66, 2.42236e-59
0.386667, -0.66, 2.22722e-60
0.393333, -0.66, 1.92258e-61
0.4, -0.66, 1.55637e-62
0.406667, -0.66, 1.1802e-63
0.413333, -0.66, 8.37356e-65
0.42, -0.66, 5.55213e-66
0.426667, -0.66, 3.43625e-67
0.433333, -0.66, 1.98269e-68
0.44, -0.66, 1.0652e-69
0.446667, -0.66, 5.32191e-71
0.453333, -0.66, 2.46948e-72
0.46, -0.66, 1.06287e-73
0.466667, -0.66, 4.23761e-75
0.473333, -0.66, 1.56293e-76
0.48, -0.66, 5.32534e-78
0.486667, -0.66, 1.67395e-79
0.493333, -0.66, 4.84744e-81
0.5, -0.66, 1.29134e-82
0.506667, -0.66, 3.16006e-84
0.513333, -0.66, 7.09315e-86
0.52, -0.66, 1.45822e-87
0.526667, -0.66, 2.74152e-89
0.533333, -0.66, 4.70622e-91
0.54, -0.66, 7.36528e-93
0.546667, -0.66, 1.04919e-94
0.553333, -0.66, 1.35819e-96
0.56, -0.66, 1.59517e-98
0.566667, -0.66, 1.69693e-100
0.573333, -0.66, 1.63229e-102
0.58, -0.66, 1.41731e-104
0.586667, -0.66, 1.10891e-106
0.593333, -0.66, 7.80413e-109
0.6, -0.66, 4.93123e-111
0.606667, -0.66, 2.79243e-113
0.613333, -0.66, 1.41442e-115
0.62, -0.66, 6.3959e-118
0.626667, -0.66, 2.5768e-120
0.633333, -0.66, 9.23049e-123
0.64, -0.66, 2.93365e-125
0.646667, -0.66, 8.25415e-128
0.653333, -0.66, 2.05125e-130
0.66, -0.66, 4.49149e-133
0.666667, -0.66, 8.64316e-136
0.673333, -0.66, 1.45768e-138
0.68, -0.66, 2.14808e-141
0.686667, -0.66, 2.75656e-144
0.693333, -0.66, 3.0686e-147
0.7, -0.66, 2.94968e-150
0.706667, -0.66, 2.4344e-153
0.713333, -0.66, 1.71206e-156
0.72, -0.66, 1.01499e-159
0.726667, -0.66, 4.98601e-163
0.733333, -0.66, 1.96598e-166
0.74, -0.66, 5.77518e-170
0.746667, -0.66, 9.471e-174
0.753333, -0.66, 0
0.76, -0.66, 0
0.766667, -0.66, 0
0.773333, -0.66, 0
0.78, -0.66, 0
0.786667, -0.66, 0
0.793333, -0.66, 0
0.8, -0.66, 0
0.806667, -0.66, 0
0.813333, -0.66, 0
0.82, -0.66, 0
0.826667, -0.66, 0
0.833333, -0.66, 0
0.84, -0.66, 0
0.846667, -0.66, 0
0.853333, -0.66, 0
0.86, -0.66, 0
0.866667, -0.66, 0
0.873333, -0.66, 0
0.88, -0.66, 0
0.886667, -0.66, 0
0.893333, -0.66, 0
0.9, -0.66, 0
0.906667, -0.66, 0
0.913333, -0.66, 0
0.92, -0.66, 0
0.926667, -0.66, 0
0.933333, -0.66, 0
0.94, -0.66, 0
0.946667, -0.66, 0
0.953333, -0.66, 0
0.96, -0.66, 0
0.966667, -0.66, 0
0.973333, -0.66, 0
0.98, -0.66, 0
0.986667, -0.66, 0
0.993333, -0.66, 0
1, -0.66, 0

-1, -0.653333, 0
-0.993333, -0.653333, 0
-0.986667, -0.653333, 0
-0.98, -0.653333, 0
-0.973333, -0.653333, 0
-0.966667, -0.653333, 0
-0.96, -0.653333, 0
-0.953333, -0.653333, 0
-0.946667, -0.653333, 0
-0.94, -0.653333, 0
-0.933333, -0.653333, 0
-0.926667, -0.653333, 0
-0.92, -0.653333, 0
-0.913333, -0.653333, 0
-0.906667, -0.653333, 0
-0.9, -0.653333, 0
-0.893333, -0.653333, 0
